TIC,pos1_2g,pos2_2g,width1_2g,width2_2g,depth1_2g,depth2_2g,pos1_pf,pos2_pf,width1_pf,width2_pf,depth1_pf,depth2_pf
185259483,0.0042187097991366,NaN,0.320144078645496,NaN,0.2186131091079757,NaN,0.6823710999016526,NaN,0.1266051897031619,NaN,0.0980818125757967,NaN
307990280,NaN,NaN,NaN,NaN,NaN,NaN,1.0020577427398154,0.5146081101089602,0.30486399182087,0.2668342220322497,0.0359929212523828,0.0230582492821331
387178621,9.46150675929954e-05,0.5063646731046085,0.1409266270460904,0.1765792700096012,0.4410521266409681,0.0711651042563777,1.0008319726772508,NaN,0.0707378713192844,NaN,0.2712702629846433,NaN
300560295,0.0004255817162528,0.5004344826242406,0.0062088467734008,0.0060374830701919,0.0296722953887602,0.0292035016920747,1.0003532644071091,0.500378452515167,0.0040856688953579,0.0043931449676513,0.026850794735775,0.0260340888905932
318185328,0.0031061725564318,0.5030664010018451,0.3624176327087909,0.3030525852962837,0.3003104756132335,0.2433787515921838,1.011885351414466,NaN,0.0984287386071183,NaN,0.0940221355367256,NaN
363326796,0.9999675328261874,0.5000154201664022,0.0289069308980591,0.0378377644800999,0.0870549466901449,0.0060079097127142,0.9999839484061732,NaN,0.0177616525783128,NaN,0.0668389090962477,NaN
73764693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31273263,1.9054084079358894e-05,NaN,0.0193043463280864,NaN,0.2202681857598681,NaN,1.002390680844346,NaN,0.0120032882829225,NaN,0.1397832039125401,NaN
279955276,0.9997716775741843,0.5000084784222045,0.1959569153382517,0.1091264425577715,0.0993073938700552,0.0319145342191882,0.9999086149356864,NaN,0.1011174509723853,NaN,0.0588655150959347,NaN
144167463,NaN,NaN,NaN,NaN,NaN,NaN,0.989709829016996,0.480507614736928,0.2270655038204854,0.240764563527124,0.0073149818646264,0.0048440817466159
364325969,0.9991980808301927,0.5031337595885814,0.4042963993600935,0.3968301734491903,0.3336354573807805,0.3257294691697306,1.0005763413998436,0.5012872611489898,0.1141366396586334,0.1600237881227859,0.1209805485802347,0.116971565095289
302038263,3.956618516473484e-05,0.5000286184254339,0.1295095135308531,0.1337914348753427,0.0641755783275261,0.0123798828291051,0.9999905793500664,0.4992360775692844,0.0860436742685227,0.0997248366858083,0.0568664738237574,0.0084092649275091
176983267,NaN,NaN,NaN,NaN,NaN,NaN,1.00181396882442,0.4998894246826759,0.229434243686682,0.2533002029147804,0.057716814862922,0.0571184150658423
308751185,0.9977038630093913,NaN,0.2778559086819118,NaN,0.056646347391616,NaN,1.002442290140238,0.5038157694051906,0.2110495231249342,0.2713183789740649,0.0538384835988794,0.043887033047156
341550561,NaN,NaN,NaN,NaN,NaN,NaN,0.5619965165105413,NaN,0.34403065084148,NaN,0.0852340441549253,NaN
140757590,NaN,NaN,NaN,NaN,NaN,NaN,0.9985126647510448,NaN,0.1536211704588724,NaN,0.1247281172087131,NaN
140084919,0.5005849904454451,0.9398490964311611,7.483586122984236e-05,0.1381324408007017,0.0230200039981438,0.0099231861135151,1.000298641381638,0.5004459303133959,0.2591240448586416,0.2717536200411144,0.0137665195119474,0.0128540022538126
177118376,0.996224640389633,0.4972171676807055,0.2910517546753079,0.263276380013407,0.0813574969140029,0.073453666194361,0.9960422814038156,0.4962811305145897,0.1817602631132467,0.2194398830409328,0.06019644549054,0.054167568037711
